Waiting for logger
Logger started
Register: tagionwave logger

Register: heartbeat logger

Register: local-tagion logger

Register: discovery logger

Register: discovery-internal logger

Register: tagion.dart logger

Register: dart.sync logger

1673362820 | ERROR | dart.sync: Connection failed with code: InternalError
1673362820 | ERROR | dart.sync: Connection failed with code: InternalError
1673362820 | ERROR | dart.sync: Connection failed with code: InternalError
1673362820 | ERROR | dart.sync: Connection failed with code: InternalError
1673362820 | ERROR | dart.sync: Connection failed with code: InternalError
1673362820 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362821 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
1673362822 | ERROR | dart.sync: Connection failed with code: InternalError
